# postcodes.txt
#
# This file is distributed as part of FindMyNearest. It contains
# calculated mean locations for GB postcode areas, districts and
# sectors.
#
# These data are derived from the Ordnance Survey Code Point Open
# data and are made availabe under the Creative Commons 
# Attribution 3.0 licence, see
# http://creativecommons.org/licenses/by/3.0/
#
# Any derivitive work must retain the following attribution
#
# Contains Ordnance Survey data (c) Crown copyright and 
# database right 2010
#
# Contains Royal Mail data (c) Royal Mail copyright and 
# database right 2010
#
# postcode	eastings	northings
MK4 4	482469	234614
MK4	483774	234713
MK40 1	504676	249785
MK40 2	504704	250373
MK40 3	505857	250071
MK40 4	503193	249660
MK40 9	504702	249620
MK40	504603	249968
MK41 0	508084	251322
MK41 6	502921	253055
MK41 7	505126	251895
MK41 8	506739	251866
MK41 9	506803	250584
MK41	506274	251599
MK42 0	506312	248194
MK42 6	505462	244826
MK42 7	503069	247153
MK42 8	503400	248064
MK42 9	505006	248174
MK42	504555	247876
MK43 0	497657	241434
MK43 6	504435	249554
MK43 7	498375	255417
MK43 8	498588	250729
MK43 9	501278	244976
MK43	498704	247675
MK44 1	501349	260563
MK44 2	508138	258443
MK44 3	512460	251470
MK44	507626	256476
MK45 1	503119	235114
MK45 2	504064	238005
MK45 3	506584	243325
MK45 4	508287	234587
MK45 5	504177	234210
MK45 6	504435	249554
MK45 9	502976	237471
MK45	504992	237045
MK46 4	489842	252260
MK46 5	488278	251218
MK46	488863	251608
MK5 6	483120	236591
MK5 7	484059	235828
MK5 8	483999	237308
MK5	483705	236505
MK6 1	486183	237038
MK6 2	485799	237952
MK6 3	487467	237757
MK6 4	486979	236327
MK6 5	486254	237232
MK6	486421	237553
MK7 6	489679	237568
MK7 7	489834	236629
MK7 8	490152	235836
MK7	489914	236542
MK77 1	481107	238846
MK77	481107	238846
MK8 0	481878	237212
MK8 8	482108	238657
MK8 9	482668	238064
MK8	482171	237985
MK9 1	485616	238266
MK9 2	486156	238324
MK9 3	486096	238886
MK9 4	486599	239192
MK9	486025	238558
MK	491855	241460
ML1 1	275442	657085
ML1 2	276264	655563
ML1 3	274334	657467
ML1 4	276451	659557
ML1 5	278709	659200
ML1 9	275660	656436
ML1	276209	657868
ML10 6	270023	644961
ML10 9	276182	651419
ML10	270063	645003
ML11 0	281662	636569
ML11 1	289247	643278
ML11 7	288891	644179
ML11 8	295751	648578
ML11 9	284687	642312
ML11	287621	642955
ML12 6	299389	631464
ML12 9	304148	637759
ML12	299403	631484
ML2 0	278870	654045
ML2 2	277869	654965
ML2 7	279013	655713
ML2 8	280535	655535
ML2 9	282415	656434
ML2	280058	655375
ML3 0	270995	656359
ML3 3	271614	655825
ML3 6	271922	655197
ML3 7	272360	653834
ML3 8	270615	654054
ML3 9	269841	655454
ML3	271183	654960
ML4 1	273883	660734
ML4 2	273634	659492
ML4 3	272678	660609
ML4	273438	660205
ML5 1	272457	664995
ML5 2	272264	667042
ML5 3	273780	665115
ML5 4	274042	663646
ML5 5	271999	663667
ML5 9	273817	664809
ML5	272932	664805
ML6 0	275428	666389
ML6 6	276406	666236
ML6 7	279327	667471
ML6 8	278223	663959
ML6 9	276230	664389
ML6	277332	665571
ML7 4	286118	660874
ML7 5	288578	661248
ML7	287632	661104
ML8 4	285576	650122
ML8 5	283476	650304
ML8 9	289247	643278
ML8	284379	650160
ML9 1	276121	650629
ML9 2	276830	650990
ML9 3	276485	647194
ML9 9	276182	651419
ML9	276518	649677
ML	278289	655258
N1 0	530964	183709
N1 1	531388	184123
N1 2	532070	184362
N1 3	532593	184250
N1 4	533121	184710
N1 5	533066	183715
N1 6	533002	183001
N1 7	532375	183288
N1 8	531926	183583
N1 9	530876	183276
N1	532042	183824
N10 1	528308	190370
N10 2	528745	190555
N10 3	528711	189400
N10	528598	190062
N11 1	528768	192780
N11 2	529733	191698
N11 3	528181	192167
N11	528895	192229
N12 0	526667	191682
N12 7	525406	192495
N12 8	526035	192440
N12 9	526705	192436
N12	526269	192257
N13 4	530851	192871
N13 5	531732	193008
N13 6	531550	192060
N13	531364	192798
N14 4	529291	195341
N14 5	529087	194411
N14 6	529927	194187
N14 7	529675	193307
N14	529464	194481
N15 3	531999	189147
N15 4	533560	189149
N15 5	532987	188837
N15 6	533460	188290
N15	533072	188849
N16 0	533184	186569
N16 5	533216	187409
N16 6	533974	187433
N16 7	533855	186309
N16 8	533279	185717
N16 9	532780	185982
N16	533410	186635
N17 0	534388	191113
N17 6	533209	190039
N17 7	532636	190973
N17 8	533494	191226
N17 9	534247	190042
N17	533639	190575
N18 1	533107	192373
N18 2	534421	192313
N18 3	535615	192260
N18	533991	192333
N19 3	529815	187247
N19 4	530092	186716
N19 5	529296	186432
N19	529711	186807
N1C 4	530066	183466
N1C	530066	183466
N1P 1	531641	183874
N1P	531641	183874
N2 0	526677	189150
N2 8	526803	189892
N2 9	527450	189711
N2	526929	189500
N20 0	527062	193534
N20 8	525184	193964
N20 9	526547	194328
N20	526453	193853
N21 1	531053	195250
N21 2	532210	194853
N21 3	531701	194138
N21	531609	194789
N22 5	531444	190867
N22 6	531394	190169
N22 7	530004	190584
N22 8	530580	191209
N22 9	530608	190515
N22	530959	190684
N3 1	525076	190966
N3 2	525651	190734
N3 3	524809	189990
N3	525178	190608
N4 1	531976	188203
N4 2	531994	186983
N4 3	530950	187130
N4 4	531002	187829
N4	531551	187486
N5 1	531661	185573
N5 2	532205	185617
N5	531916	185594
N6 4	528086	188020
N6 5	529121	187733
N6 6	528351	186878
N6	528654	187628
N7 0	529965	185603
N7 6	530578	186032
N7 7	530946	186224
N7 8	530953	184936
N7 9	530370	185000
N7	530555	185471
N8 0	531303	189295
N8 7	530363	189356
N8 8	529965	188644
N8 9	530547	188467
N8	530501	188917
N81 1	530861	189590
N81	530861	189590
N9 0	534857	193465
N9 7	534547	194520
N9 8	535253	194493
N9 9	533711	193714
N9	534500	193962
N	530827	189165
NE1 1	424895	564020
NE1 2	425675	564373
NE1 3	425041	563811
NE1 4	424391	564210
NE1 5	424626	564135
NE1 6	425115	564294
NE1 7	424787	564663
NE1 8	425052	564737
NE1	424941	564277
NE10 0	428542	562317
NE10 8	429470	560978
NE10 9	427680	561346
NE10	428673	561488
NE11 0	424295	559248
NE11 9	422779	561810
NE11	423458	560662
NE12 5	427122	571960
NE12 6	427876	571225
NE12 7	427417	570215
NE12 8	426735	568918
NE12 9	428503	569695
NE12	427547	570039
NE13 6	423723	573295
NE13 7	422461	572451
NE13 8	419927	569911
NE13 9	422422	570260
NE13	422686	572367
NE15 0	411806	567028
NE15 6	420817	564347
NE15 7	419749	565149
NE15 8	417789	565343
NE15 9	416017	566682
NE15	417803	565572
NE16 3	420420	562126
NE16 4	420823	561151
NE16 5	420264	559776
NE16 6	417329	556770
NE16	419779	559733
NE17 7	411791	557660
NE17 9	410195	563884
NE17	411762	557770
NE18 0	408718	571506
NE18	408718	571506
NE19 1	387711	595273
NE19 2	400243	579249
NE19	394183	586997
NE2 1	425800	565326
NE2 2	425599	566323
NE2 3	425093	566766
NE2 4	424300	565431
NE2	425288	565909
NE20 0	409334	575354
NE20 2	416176	572984
NE20 9	415909	572037
NE20	413700	573167
NE21 4	417642	563270
NE21 5	418637	562705
NE21 6	417551	561886
NE21 9	418786	563377
NE21	417962	562597
NE22 5	426776	582205
NE22 6	424988	582056
NE22 7	427670	583258
NE22	426479	582426
NE23 1	426280	577609
NE23 2	427351	577424
NE23 3	426678	578547
NE23 6	426803	576088
NE23 7	427164	573981
NE23 8	425213	576934
NE23	426741	576265
NE24 1	430966	582122
NE24 2	431174	581085
NE24 3	431302	580218
NE24 4	429437	580496
NE24 5	429940	581371
NE24 9	430998	581225
NE24	430563	580986
NE25 0	430723	575357
NE25 8	434573	571648
NE25 9	433355	572011
NE25	432806	573064
NE26 1	435052	572760
NE26 2	435730	571925
NE26 3	434572	572702
NE26 4	433588	575985
NE26	434749	573268
NE27 0	431232	571101
NE27 9	431463	569905
NE27	431261	570953
NE28 0	432343	567364
NE28 6	431030	566428
NE28 7	430924	567106
NE28 8	429363	567004
NE28 9	430632	568364
NE28	430764	567351
NE29 0	434919	568546
NE29 1	432886	569356
NE29 6	434840	567660
NE29 7	433764	568289
NE29 8	433382	569635
NE29 9	434737	569734
NE29	434263	568718
NE3 1	424870	568018
NE3 2	422470	569126
NE3 3	422679	568235
NE3 4	423412	567560
NE3 5	424357	569730
NE3	423432	568484
NE30 1	435840	568515
NE30 2	435805	569444
NE30 3	435578	570706
NE30 4	436565	569872
NE30	435917	569764
NE31 1	431041	564666
NE31 2	431443	563617
NE31 9	432934	565296
NE31	431238	564163
NE32 3	433301	564959
NE32 4	433348	562621
NE32 5	432700	564108
NE32	433109	563787
NE33 1	436176	567058
NE33 2	436736	567376
NE33 3	437244	566385
NE33 4	436535	565791
NE33 5	435984	565706
NE33 9	436570	567018
NE33	436593	566462
NE34 0	436443	564545
NE34 6	437933	565118
NE34 7	438814	564922
NE34 8	437221	563420
NE34 9	435188	563610
NE34	437076	564309
NE35 0	432934	565296
NE35 9	434617	561988
NE35	434603	562014
NE36 0	435920	561300
NE36	435920	561300
NE37 1	429693	557317
NE37 2	430604	557886
NE37 3	431491	558044
NE37	430359	557659
NE38 0	429314	555731
NE38 7	430827	556038
NE38 8	431660	555663
NE38 9	429416	554138
NE38	430514	555582
NE39 1	416109	558494
NE39 2	414844	559272
NE39	415501	558868
NE4 5	423538	564638
NE4 6	423436	564099
NE4 7	423339	563447
NE4 8	422199	564080
NE4 9	422179	565222
NE4	422842	564418
NE40 3	415343	564168
NE40 4	413954	562891
NE40 9	417684	563298
NE40	414644	563501
NE41 8	411602	564607
NE41	411602	564607
NE42 5	410068	562922
NE42 6	408613	563265
NE42 9	410195	563884
NE42	409352	563097
NE43 7	406112	561487
NE43	406112	561487
NE44 6	401489	560894
NE44	401489	560894
NE45 5	399132	564655
NE45	399132	564655
NE46 1	394153	563173
NE46 2	392306	563222
NE46 3	393006	564351
NE46 4	393035	568465
NE46 9	393865	564468
NE46	393225	564893
NE47 0	394753	556518
NE47 5	385880	565800
NE47 6	383870	564872
NE47 7	377235	565040
NE47 8	378411	554360
NE47 9	383753	553528
NE47	383846	559343
NE48 1	373284	588221
NE48 2	386178	584339
NE48 3	385739	576994
NE48 4	392154	574812
NE48	383636	581931
NE49 0	370605	562813
NE49 9	370580	564600
NE49	370592	563719
NE5 1	418275	567291
NE5 2	420299	566087
NE5 3	421502	566758
NE5 4	420142	567860
NE5 5	419293	566813
NE5	420002	566885
NE6 1	426865	564519
NE6 2	427595	564433
NE6 3	428965	563977
NE6 4	428771	565424
NE6 5	427066	565730
NE6	427889	564856
NE61 1	419917	586078
NE61 2	419802	585113
NE61 3	417854	587645
NE61 4	405714	587976
NE61 5	426812	593328
NE61 6	421831	584471
NE61 9	420037	584906
NE61	419926	587254
NE62 5	426008	585321
NE62	426008	585321
NE63 0	428006	586848
NE63 3	428226	586848
NE63 8	426837	587207
NE63 9	428601	587344
NE63	427915	587145
NE64 6	430930	587907
NE64	430930	587907
NE65 0	425894	604481
NE65 7	402372	602913
NE65 8	413124	597763
NE65 9	420639	601487
NE65	415898	602242
NE66 1	418679	612965
NE66 2	418133	612324
NE66 3	423324	617600
NE66 4	404952	615446
NE66 5	405943	628763
NE66 9	419352	612602
NE66	417123	614934
NE67 5	419539	626994
NE67	419539	626994
NE68 7	421571	631595
NE68	421571	631595
NE69 7	417864	634613
NE69	417864	634613
NE7 7	426984	567233
NE7	426984	567233
NE70 7	411673	633382
NE70	411673	633382
NE71 6	397294	629068
NE71	397294	629068
NE8 1	425280	562586
NE8 2	424401	562499
NE8 3	426299	562590
NE8 4	425235	561788
NE8 9	425573	562783
NE8	425344	562366
NE82 6	424762	560660
NE82	424762	560660
NE83 7	424760	560064
NE83	424760	560064
NE85 1	432530	556527
NE85 2	424763	560858
NE85	427352	559414
NE88 1	424763	560858
NE88 2	424763	560858
NE88	424763	560858
NE9 5	426125	560805
NE9 6	426143	559664
NE9 7	427731	558724
NE9	426669	559696
NE92 1	424763	560858
NE92	424763	560858
NE98 1	426068	565110
NE98	426068	565110
NE99 1	424823	563929
NE99 2	424772	563706
NE99 4	424772	563706
NE99 5	424772	563706
NE99	424804	563845
NE	422372	571918
NG1 1	457761	339863
NG1 2	457327	339889
NG1 3	457424	340284
NG1 4	457063	340618
NG1 5	456861	340087
NG1 6	457059	339813
NG1 7	457374	339586
NG1 9	457638	340111
NG1	457341	340042
NG10 1	449086	333118
NG10 2	449769	333540
NG10 3	447645	332363
NG10 4	448078	334392
NG10 5	447689	336250
NG10 9	449073	333534
NG10	448274	333913
NG11 0	452620	330270
NG11 1	455366	334243
NG11 6	457309	332857
NG11 7	456493	336252
NG11 8	455156	334714
NG11 9	455125	333801
NG11	455627	333842
NG12 1	465389	340434
NG12 2	464943	339076
NG12 3	466089	334803
NG12 4	460105	335222
NG12 5	461792	330904
NG12	463817	335050
NG13 0	479647	337949
NG13 8	469268	340506
NG13 9	473228	338891
NG13	472658	339510
NG14 5	464627	343748
NG14 6	462241	348913
NG14 7	467780	346674
NG14	464525	346989
NG15 0	451618	352303
NG15 5	453448	349258
NG15 6	452394	348413
NG15 7	453628	349010
NG15 8	454014	350552
NG15 9	456145	354630
NG15	453497	350098
NG16 1	451012	344620
NG16 2	448637	345178
NG16 3	446842	346900
NG16 4	444726	347404
NG16 5	445503	350863
NG16 6	446362	353821
NG16 9	445803	347195
NG16	447350	348002
NG17 0	449345	358750
NG17 1	448786	358397
NG17 2	447905	359189
NG17 3	449120	360769
NG17 4	450204	359586
NG17 5	450180	358333
NG17 6	446834	357706
NG17 7	451024	356123
NG17 8	449591	356422
NG17 9	450030	354115
NG17	449539	357893
NG18 1	453748	361110
NG18 2	454624	361240
NG18 3	456154	360663
NG18 4	455111	359578
NG18 5	452973	360386
NG18 9	454136	362137
NG18	454650	360544
NG19 0	456293	362357
NG19 6	452143	361404
NG19 7	452049	362954
NG19 8	453385	364261
NG19 9	454812	363423
NG19	453715	362889
NG2 1	456921	338543
NG2 2	457492	338409
NG2 3	458038	338938
NG2 4	458832	339633
NG2 5	459069	337942
NG2 6	459559	336862
NG2 7	457883	336557
NG2 9	458198	338787
NG2	458419	337920
NG20 0	456734	367871
NG20 8	452422	367645
NG20 9	454676	370171
NG20	454532	368424
NG21 0	459206	357265
NG21 9	461068	365223
NG21	460031	360789
NG22 0	473404	369495
NG22 8	465765	357932
NG22 9	466947	367911
NG22	468633	365214
NG23 5	479789	348877
NG23 6	478158	362866
NG23 7	483765	365191
NG23	480335	358353
NG24 1	480127	353899
NG24 2	481785	354668
NG24 3	481056	351572
NG24 4	479404	352741
NG24 9	478897	354243
NG24	480461	353242
NG25 0	469711	353473
NG25	469711	353473
NG3 1	457711	340560
NG3 2	458647	340613
NG3 3	458552	341422
NG3 4	457634	341218
NG3 5	458394	342638
NG3 6	459375	342446
NG3 7	459776	340687
NG3	458655	341637
NG31 0	491551	335626
NG31 6	491526	335597
NG31 7	490958	334957
NG31 8	490584	337124
NG31 9	492824	336606
NG31	491471	336071
NG32 1	485556	333033
NG32 2	489436	341867
NG32 3	496548	345393
NG32	490652	340068
NG33 4	499552	326020
NG33 5	492000	324743
NG33	495784	325383
NG34 0	509821	335923
NG34 4	506993	345731
NG34 7	506715	345542
NG34 8	504643	347044
NG34 9	511406	347444
NG34	507907	344538
NG4 1	460490	341454
NG4 2	462074	340985
NG4 3	461418	342037
NG4 4	461575	343264
NG4 9	461629	342048
NG4	461374	341881
NG5 0	458181	344819
NG5 1	456357	343074
NG5 2	457118	342780
NG5 3	457413	343823
NG5 4	458380	343753
NG5 5	456255	345329
NG5 6	458396	344877
NG5 7	458955	345499
NG5 8	458845	346310
NG5 9	456005	345846
NG5	457552	344779
NG6 0	454963	343425
NG6 6	454574	344202
NG6 7	452828	344915
NG6 8	454114	345678
NG6 9	454628	344760
NG6	454304	344831
NG7 1	456008	339541
NG7 2	454983	338938
NG7 3	455517	340388
NG7 4	456227	340663
NG7 5	455106	341084
NG7 6	456115	341620
NG7 7	455898	342269
NG7	455604	340378
NG70 1	454469	362248
NG70	454469	362248
NG8 1	453963	339998
NG8 2	451821	339554
NG8 3	453437	341212
NG8 4	451767	340914
NG8 5	454094	342210
NG8 6	452603	342693
NG8 9	452350	340566
NG8	452926	341100
NG80 1	455577	337855
NG80 7	453823	339100
NG80 8	454028	337231
NG80	454492	337787
NG9 1	453059	336431
NG9 2	453126	337314
NG9 3	450619	338377
NG9 4	451459	336484
NG9 5	451352	335672
NG9 6	450650	334860
NG9 7	449049	336632
NG9 8	449251	337875
NG9 9	453455	337132
NG9	451347	336776
NG90 1	454309	336937
NG90 2	454219	336789
NG90 4	454721	336902
NG90 5	454581	336586
NG90 6	454190	336938
NG90 7	454946	336948
NG90	454446	336850
NG	462763	346176
NN1 1	475463	260501
NN1 2	475268	260833
NN1 3	475763	261157
NN1 4	476650	261460
NN1 5	476604	260763
NN1 9	475338	261299
NN1	475993	260981
NN10 0	496320	266383
NN10 6	495026	267436
NN10 8	495909	268677
NN10 9	495176	266275
NN10	495736	266982
NN11 0	457290	264203
NN11 1	457628	262619
NN11 2	459846	265036
NN11 3	455472	254879
NN11 4	457418	262166
NN11 6	451146	256133
NN11 7	454630	265913
NN11 8	456277	264198
NN11 9	456658	263198
NN11	456187	260810
NN12 6	469324	248102
NN12 7	473259	246657
NN12 8	465940	249764
NN12 9	468660	248314
NN12	468670	248530
NN13 5	458681	237497
NN13 6	458134	237776
NN13 7	458819	237030
NN13	458506	237501
NN14 1	485258	278643
NN14 2	480426	283322
NN14 3	497672	281576
NN14 4	497707	277513
NN14 6	481836	281092
NN14	488740	279940
NN15 5	489334	276376
NN15 6	487787	276973
NN15 7	486870	278118
NN15	488194	276982
NN16 0	487489	278934
NN16 6	489863	278513
NN16 8	486560	279109
NN16 9	487093	280028
NN16	487421	279306
NN17 1	488779	289167
NN17 2	487367	289813
NN17 3	492479	292248
NN17 4	488892	290669
NN17 5	490622	289987
NN17 9	489072	288972
NN17	489048	290004
NN18 0	486945	288322
NN18 8	488134	286968
NN18 9	486994	287279
NN18	487425	287521
NN2 6	475188	262194
NN2 7	476066	262999
NN2 8	474924	264370
NN2	475374	263317
NN29 7	491242	263220
NN29	491242	263220
NN3 2	478022	262632
NN3 3	478861	261865
NN3 5	480833	263802
NN3 6	478253	263713
NN3 7	478449	265632
NN3 8	479715	263771
NN3 9	479735	262047
NN3	479070	263283
NN4 0	475155	257540
NN4 1	475320	261359
NN4 5	476440	255564
NN4 6	476416	257352
NN4 7	477157	259374
NN4 8	474689	259172
NN4 9	473346	258636
NN4	475377	258172
NN5 4	471994	260418
NN5 5	473857	260694
NN5 6	471956	261846
NN5 7	473770	261859
NN5	472876	261462
NN6 0	483008	264350
NN6 6	463973	277632
NN6 7	461622	269857
NN6 8	469894	269745
NN6 9	476635	271500
NN6	471903	269997
NN7 1	483469	259120
NN7 2	478234	252985
NN7 3	469936	256630
NN7 4	466139	260800
NN7 9	475320	261359
NN7	473271	257558
NN8 1	489929	268002
NN8 2	488740	266748
NN8 3	487615	267793
NN8 4	489290	268764
NN8 5	487938	268873
NN8 6	487192	268350
NN8 9	490054	267804
NN8	488769	268021
NN9 5	492518	271065
NN9 6	499134	272049
NN9	495481	271506
NN	479447	267033
NP10 0	327358	188930
NP10 8	327969	185898
NP10 9	327120	188529
NP10	327606	187113
NP11 3	320404	198861
NP11 4	320711	196668
NP11 5	321837	197159
NP11 6	324375	190562
NP11 7	320801	192384
NP11	321787	194511
NP12 0	317858	199475
NP12 1	317176	197323
NP12 2	317693	195602
NP12 3	315913	197159
NP12 4	318974	199137
NP12	317231	197379
NP13 1	321676	204703
NP13 2	321609	201997
NP13 3	320106	208113
NP13	321264	204670
NP15 1	338283	200900
NP15 2	340038	208710
NP15	338837	203365
NP16 5	353312	193225
NP16 6	349979	196379
NP16 7	354508	195097
NP16	352422	194803
NP18 1	333903	191368
NP18 2	337297	188382
NP18 3	333024	191085
NP18	334750	190296
NP19 0	332591	187665
NP19 4	334016	186774
NP19 7	332468	189175
NP19 8	332773	188330
NP19 9	334834	188409
NP19	333328	188238
NP20 1	331146	188006
NP20 2	331478	186893
NP20 3	329461	186861
NP20 4	330535	187853
NP20 5	330504	188958
NP20 6	330424	190968
NP20 7	328867	190681
NP20 9	330938	188455
NP20	330367	188467
NP22 3	313681	209349
NP22 4	314318	209532
NP22 5	311643	207494
NP22	313275	208844
NP23 4	319131	211202
NP23 5	316530	211548
NP23 6	316571	209414
NP23 7	318510	205236
NP23 8	317277	207230
NP23 9	316700	210142
NP23	317502	210322
NP24 6	314544	203006
NP24	314544	203006
NP25 3	351222	213233
NP25 4	350312	208101
NP25 5	348977	213978
NP25	350190	211879
NP26 3	343451	187862
NP26 4	347703	188445
NP26 5	348666	188678
NP26	346133	188260
NP4 0	331046	201245
NP4 4	326962	201524
NP4 5	328859	199037
NP4 6	327354	201328
NP4 7	326410	204121
NP4 8	328022	202590
NP4 9	325315	208881
NP4	327751	202829
NP44 1	329069	196305
NP44 2	330394	196302
NP44 3	329586	194293
NP44 4	327985	194705
NP44 5	327629	196071
NP44 6	326895	194100
NP44 7	328579	193907
NP44 8	330633	194658
NP44 9	329408	195540
NP44	328981	195207
NP7 0	323890	213805
NP7 5	329971	214314
NP7 6	330479	215524
NP7 7	329239	217288
NP7 8	337097	219232
NP7 9	330740	211667
NP7	330453	215022
NP8 1	320901	218660
NP8	320901	218660
NP	329634	198896
NR1 1	624020	308557
NR1 2	623503	307047
NR1 3	623865	309027
NR1 4	624538	309159
NR1	623930	308430
NR10 3	621674	316130
NR10 4	612540	322259
NR10 5	622843	323319
NR10	618827	320515
NR11 6	617511	327304
NR11 7	617438	332948
NR11 8	626037	337169
NR11	620518	332226
NR12 0	638478	328973
NR12 7	626255	319017
NR12 8	632024	319217
NR12 9	636965	325447
NR12	634329	323707
NR13 3	640360	306884
NR13 4	634680	309399
NR13 5	631179	309457
NR13 6	632917	313412
NR13	635014	309702
NR14 6	637548	298641
NR14 7	628818	303379
NR14 8	621590	302574
NR14	629034	301609
NR15 1	624624	298121
NR15 2	619442	291564
NR15	621846	294606
NR16 1	613821	293947
NR16 2	602035	287754
NR16	607721	290742
NR17 1	602007	294882
NR17 2	604946	295263
NR17	603310	295051
NR18 0	611401	302243
NR18 9	609178	300374
NR18	610505	301490
NR19 1	599186	311843
NR19 2	596751	313523
NR19 9	599613	312799
NR19	598166	312672
NR2 1	622890	308594
NR2 2	622264	307885
NR2 3	621501	308494
NR2 4	622103	309223
NR2	622142	308585
NR20 3	604308	312625
NR20 4	599610	318038
NR20 5	599913	324466
NR20	601293	318247
NR21 0	597218	333312
NR21 7	588711	327761
NR21 8	592821	330031
NR21 9	589846	332184
NR21	592177	330891
NR22 6	592914	336819
NR22	592914	336819
NR23 1	592081	342914
NR23	592081	342914
NR24 2	605321	333353
NR24	605321	333353
NR25 6	609445	338751
NR25 7	605140	341958
NR25	607397	340276
NR26 8	615728	342758
NR26	615728	342758
NR27 0	623313	340788
NR27 7	621720	341972
NR27 9	620814	341962
NR27	621941	341437
NR28 0	627766	331228
NR28 8	628426	330193
NR28 9	630279	329624
NR28	629037	330414
NR29 3	647722	313954
NR29 4	647686	318052
NR29 5	641107	318597
NR29	645807	316873
NR3 1	623345	309356
NR3 2	621768	310644
NR3 3	622729	310295
NR3 4	623533	310323
NR3	622830	310148
NR30 1	652295	308053
NR30 2	652735	307436
NR30 3	652847	306422
NR30 4	652683	309189
NR30 5	651847	312464
NR30 9	652283	307852
NR30	652414	308953
NR31 0	651946	306623
NR31 6	652647	303567
NR31 7	651912	303475
NR31 8	651174	304438
NR31 9	649818	302326
NR31	651400	303928
NR32 1	654900	293527
NR32 2	654094	293449
NR32 3	652201	293783
NR32 4	653795	294914
NR32 5	651646	297331
NR32 9	654323	293608
NR32	653492	294480
NR33 0	654074	291875
